Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
338,16.0,0.0,803.0,18.0,33.0,12543.0,0.0,914.4940356553117,914.4940356553117,0.0,1867.8961477279663,,,,,,,,,,,,,,,,312.500448703979,289.5622421732654,905.0866074555357,-0.06637184312035956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,16.0,0.0,818.0,19.0,15.0,12558.0,0.0,394.958401365992,394.958401365992,0.0,1869.6873359680176,,,,,,,,,,,,,,,,124.78686314556789,128.37226603614764,393.480078497306,-0.034146026030940045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,16.0,0.0,863.0,20.0,45.0,12603.0,0.0,1153.5827359882771,1153.5827359882771,0.0,1873.441902399063,,,,,,,,,,,,,,,,385.53372868528555,371.8520302293838,1137.3710892867266,-0.1073453889710361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,17.0,0.0,60.0,1.0,60.0,12663.0,0.0,2191.3530092625915,2191.3530092625915,0.0,1932.1526980400085,,,,,,,,,,,,,,,,942.5798658575713,641.6874689228217,2136.9351524636013,-0.0431154746067091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,17.0,0.0,131.0,2.0,71.0,12734.0,0.0,2516.4281743112347,2516.4281743112347,0.0,1938.0732052326202,,,,,,,,,,,,,,,,1182.8020827630753,734.5938530774841,2434.884110545602,-0.03594602603094004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,17.0,0.0,163.0,3.0,32.0,12766.0,0.0,853.9859927614926,853.9859927614926,0.0,1941.0039443969727,,,,,,,,,,,,,,,,339.7784293647535,262.30156976796576,843.9570400618824,-0.04131726921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,17.0,0.0,194.0,4.0,31.0,12797.0,0.0,904.618381313683,904.618381313683,0.0,1943.8057007789612,,,,,,,,,,,,,,,,337.32878105950493,300.0274647056445,895.0562453461844,-0.0610202867729703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,17.0,0.0,260.0,5.0,66.0,12863.0,0.0,2056.7520007316252,2056.7520007316252,0.0,1949.0497839450836,,,,,,,,,,,,,,,,782.0099154515356,632.736232766053,2007.1464928046294,-0.09487253581775221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,17.0,0.0,296.0,6.0,36.0,12899.0,0.0,1213.3624558890422,1213.3624558890422,0.0,1952.2173478603363,,,,,,,,,,,,,,,,487.95963395354346,376.7009140175826,1196.9929019686836,-0.03952446381390731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,17.0,0.0,319.0,7.0,23.0,12922.0,0.0,565.5444326714728,565.5444326714728,0.0,1954.5017352104187,,,,,,,,,,,,,,,,190.20033375761807,178.2252786810782,561.7315565515994,-0.05027954654469519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,17.0,0.0,354.0,8.0,35.0,12957.0,0.0,1275.511651739403,1275.511651739403,0.0,1957.5944783687592,,,,,,,,,,,,,,,,491.3206564308842,392.21840028426453,1259.5750037680905,-0.04131367820490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,17.0,0.0,378.0,9.0,24.0,12981.0,0.0,626.775559676422,626.775559676422,0.0,1959.9354810714722,,,,,,,,,,,,,,,,217.7210043079299,198.45294873903316,622.1724280010329,-0.052065169924904196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,17.0,0.0,462.0,10.0,84.0,13065.0,0.0,3120.814404138235,3120.814404138235,0.0,1966.7761342525482,,,,,,,,,,,,,,,,1416.6011724271698,903.7315425095185,3004.8247303847384,-0.0431154746067091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,17.0,0.0,562.0,11.0,100.0,13165.0,0.0,3646.7353183669775,3646.7353183669775,0.0,1974.3798983097076,,,,,,,,,,,,,,,,1658.006414463074,1049.8842863283762,3484.419096016687,-0.04848314474469521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,17.0,0.0,611.0,12.0,49.0,13214.0,0.0,1668.1780250256168,1668.1780250256168,0.0,1978.438978433609,,,,,,,,,,,,,,,,715.8513551515645,489.88274438623836,1634.7360446678576,-0.03235322063274005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,17.0,0.0,634.0,13.0,23.0,13237.0,0.0,654.8239294524843,654.8239294524843,0.0,1980.7299218177795,,,,,,,,,,,,,,,,227.52075525059203,204.3055258114615,650.2411932749961,-0.04131726921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,17.0,0.0,678.0,14.0,44.0,13281.0,0.0,1170.6970578390624,1170.6970578390624,0.0,1984.3872919082642,,,,,,,,,,,,,,,,414.4589851554081,370.82684033070365,1153.6144769691934,-0.08775850689767507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,17.0,0.0,732.0,15.0,54.0,13335.0,0.0,1467.4528515800641,1467.4528515800641,0.0,1988.7978312969208,,,,,,,,,,,,,,,,547.9900411267453,459.7149237623479,1439.3006900492699,-0.07172343352041041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,17.0,0.0,776.0,16.0,44.0,13379.0,0.0,1208.626868875449,1208.626868875449,0.0,1992.4761202335358,,,,,,,,,,,,,,,,537.7577095143963,342.6776359514257,1186.1516813381536,-0.025176597229970014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,17.0,0.0,797.0,17.0,21.0,13400.0,0.0,550.6064897761561,550.6064897761561,0.0,1994.596811056137,,,,,,,,,,,,,,,,177.63186833573693,176.36364173983316,547.423644185291,-0.0502723645267042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,17.0,0.0,838.0,18.0,41.0,13441.0,0.0,1219.9062399209206,1219.9062399209206,0.0,1998.18115067482,,,,,,,,,,,,,,,,513.3873093306863,370.50136850716893,1200.057417656019,-0.041322663813907305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,17.0,0.0,858.0,19.0,20.0,13461.0,0.0,419.72381371005173,419.72381371005173,0.0,2000.6017587184906,,,,,,,,,,,,,,,,120.56810135566745,136.38504621331353,417.73018186480317,-0.05922568137477029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,17.0,0.0,928.0,20.0,70.0,13531.0,0.0,2360.000122036547,2360.000122036547,0.0,2006.0687291622162,,,,,,,,,,,,,,,,1103.0473351260084,687.461993307716,2285.0718804581843,-0.03415142063274004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,18.0,0.0,61.0,1.0,61.0,13592.0,0.0,2223.836564279719,2223.836564279719,0.0,2070.430611371994,,,,,,,,,,,,,,,,924.3897442232027,671.4109236930009,2169.618408290394,-0.03951547820490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,18.0,0.0,100.0,2.0,39.0,13631.0,0.0,1285.211745278688,1285.211745278688,0.0,2073.7755579948425,,,,,,,,,,,,,,,,516.9400062434847,396.1909786386549,1266.3174024376308,-0.04131188000490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,18.0,0.0,125.0,3.0,25.0,13656.0,0.0,557.9107834946522,557.9107834946522,0.0,2076.2687380313873,,,,,,,,,,,,,,,,167.09836260909688,169.49679837444728,554.2876120414664,-0.055636468781968505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,18.0,0.0,191.0,4.0,66.0,13722.0,0.0,2290.211640730285,2290.211640730285,0.0,2081.4397015571594,,,,,,,,,,,,,,,,988.6154809391599,698.9079911167566,2227.1902091974994,-0.04311008000490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,18.0,0.0,241.0,5.0,50.0,13772.0,0.0,1582.2126248283248,1582.2126248283248,0.0,2085.517765045166,,,,,,,,,,,,,,,,630.5195160635633,485.88310332035576,1552.238887913059,-0.05563646159995051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,18.0,0.0,281.0,6.0,40.0,13812.0,0.0,1197.6561977535675,1197.6561977535675,0.0,2088.9715378284454,,,,,,,,,,,,,,,,486.97936378119755,353.75123362753925,1179.3563795819016,-0.044910080004909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,18.0,0.0,301.0,7.0,20.0,13832.0,0.0,447.30256836037,447.30256836037,0.0,2091.128494977951,,,,,,,,,,,,,,,,119.91714402711928,144.88288965539098,445.3495750548826,-0.06994849345022432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,18.0,0.0,412.0,8.0,111.0,13943.0,0.0,4290.085022232856,4290.085022232856,0.0,2099.415336370468,,,,,,,,,,,,,,,,1908.1821774325067,1248.771524478937,4082.35915969755,-0.0574238849729703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,18.0,0.0,481.0,9.0,69.0,14012.0,0.0,2164.7580642981206,2164.7580642981206,0.0,2104.818949699402,,,,,,,,,,,,,,,,964.6486218310547,629.2541022218448,2100.297606998777,-0.03952626201390731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,18.0,0.0,531.0,10.0,50.0,14062.0,0.0,1249.0397252929567,1249.0397252929567,0.0,2109.5134751796722,,,,,,,,,,,,,,,,374.6501383623431,399.6664502579489,1231.5387571319716,-0.14641434171954287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,18.0,0.0,593.0,11.0,62.0,14124.0,0.0,2345.5578267238384,2345.5578267238384,0.0,2114.4257657527924,,,,,,,,,,,,,,,,1007.1480336644659,718.743227264165,2285.400048685327,-0.05027954654469519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,18.0,0.0,676.0,12.0,83.0,14207.0,0.0,3106.790837264566,3106.790837264566,0.0,2120.7261893749237,,,,,,,,,,,,,,,,1369.625133026417,920.1103872838148,2996.1080592826584,-0.0484777573321024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,18.0,0.0,703.0,13.0,27.0,14234.0,0.0,822.286806508032,822.286806508032,0.0,2123.271359205246,,,,,,,,,,,,,,,,287.0033123655868,259.0138926014424,815.3530701443058,-0.0484813411500934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,18.0,0.0,749.0,14.0,46.0,14280.0,0.0,1413.3750166160692,1413.3750166160692,0.0,2127.113190174103,,,,,,,,,,,,,,,,581.6233356430769,434.98071934871234,1388.0083515280155,-0.0502723645267042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,18.0,0.0,810.0,15.0,61.0,14341.0,0.0,1354.1857489691079,1354.1857489691079,0.0,2131.979990005493,,,,,,,,,,,,,,,,503.84830207315724,357.7209356392627,1324.7757783209668,-0.03952626201390731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,18.0,0.0,846.0,16.0,36.0,14377.0,0.0,1124.5050974025467,1124.5050974025467,0.0,2135.2007529735565,,,,,,,,,,,,,,,,482.548568253732,334.54604222657525,1108.2415905359483,-0.023374799029970014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,18.0,0.0,861.0,17.0,15.0,14392.0,0.0,404.7046297715542,404.7046297715542,0.0,2136.917643547058,,,,,,,,,,,,,,,,140.60354012477626,134.0718488232911,402.9985752449276,-0.03594602603094004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,18.0,0.0,889.0,18.0,28.0,14420.0,0.0,957.1229833339156,957.1229833339156,0.0,2139.520071029663,,,,,,,,,,,,,,,,385.34652311747516,301.0163188645918,947.2805612478744,-0.03414962423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,18.0,0.0,910.0,19.0,21.0,14441.0,0.0,462.87360144220395,462.87360144220395,0.0,2142.1059272289276,,,,,,,,,,,,,,,,131.17556039328088,140.85169292257604,460.5794941681131,-0.0592202939621775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,18.0,0.0,985.0,20.0,75.0,14516.0,0.0,895.259806617206,895.259806617206,0.0,2147.914711713791,,,,,,,,,,,,,,,,142.838829941271,248.60234440058025,885.432326698309,-0.400637751150177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,19.0,0.0,68.0,1.0,68.0,14584.0,0.0,2394.2492874661802,2394.2492874661802,0.0,2219.0350861549377,,,,,,,,,,,,,,,,1033.0648527176033,712.0486901369865,2326.3272046860693,-0.050266969924904197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,19.0,0.0,110.0,2.0,42.0,14626.0,0.0,1305.406414321425,1305.406414321425,0.0,2222.57537651062,,,,,,,,,,,,,,,,571.2588076127835,383.87048597715653,1282.6962406423308,-0.034146026030940045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,19.0,0.0,127.0,3.0,17.0,14643.0,0.0,486.90377963349357,486.90377963349357,0.0,2224.4820549488068,,,,,,,,,,,,,,,,149.44440843302633,152.56416020774358,484.8480727628951,-0.043111880004909106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,19.0,0.0,194.0,4.0,67.0,14710.0,0.0,2185.795149872375,2185.795149872375,0.0,2229.729117155075,,,,,,,,,,,,,,,,915.8338951779739,647.6750457556664,2126.5608397351866,-0.05027775373390239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,19.0,0.0,232.0,5.0,38.0,14748.0,0.0,1129.6285056784977,1129.6285056784977,0.0,2233.0065031051636,,,,,,,,,,,,,,,,437.45892074400416,371.08961540904903,1114.119185876102,-0.06457903591138653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,19.0,0.0,266.0,6.0,34.0,14782.0,0.0,1080.0832500569493,1080.0832500569493,0.0,2236.0699224472046,,,,,,,,,,,,,,,,446.2815894225445,334.3866650808569,1065.9756516682517,-0.041319072806709115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,19.0,0.0,290.0,7.0,24.0,14806.0,0.0,480.99505628581966,480.99505628581966,0.0,2238.4710903167725,,,,,,,,,,,,,,,,138.41394651041398,149.5664714230577,478.15127284241214,-0.06815926648619733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,19.0,0.0,417.0,8.0,127.0,14933.0,0.0,3568.1786435327513,3568.1786435327513,0.0,2247.828348636627,,,,,,,,,,,,,,,,1598.3795065658223,1041.0646067841894,3368.552999198092,-0.030556818832740047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,19.0,0.0,607.0,9.0,190.0,15123.0,0.0,6232.250592992824,6232.250592992824,0.0,2261.9665286540985,,,,,,,,,,,,,,,,2648.540470908701,1782.320116700619,5734.7626661863615,-0.025174799029970017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,19.0,0.0,670.0,10.0,63.0,15186.0,0.0,2027.7209547630139,2027.7209547630139,0.0,2266.9965057373047,,,,,,,,,,,,,,,,805.3105170864192,641.8795256986972,1978.9653575441139,-0.09312620569457894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,19.0,0.0,739.0,11.0,69.0,15255.0,0.0,2093.830297475068,2093.830297475068,0.0,2272.420436143875,,,,,,,,,,,,,,,,901.8882746366668,624.4076585148739,2033.6336401653036,-0.057427475990952305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,19.0,0.0,785.0,12.0,46.0,15301.0,0.0,1627.8702242463962,1627.8702242463962,0.0,2276.31928730011,,,,,,,,,,,,,,,,665.4856102704713,500.82438692011954,1598.8567429168716,-0.0502741627267042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,19.0,0.0,816.0,13.0,31.0,15332.0,0.0,1031.5580930127899,1031.5580930127899,0.0,2279.160380125046,,,,,,,,,,,,,,,,395.0130037176645,315.25340652003763,1020.333022920463,-0.043117269212107304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,19.0,0.0,838.0,14.0,22.0,15354.0,0.0,588.4675912172147,588.4675912172147,0.0,2281.3670375347137,,,,,,,,,,,,,,,,179.8902052078095,189.10835310810623,585.0951018044475,-0.055634658008943315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,19.0,0.0,863.0,15.0,25.0,15379.0,0.0,663.0124782509855,663.0124782509855,0.0,2283.7356305122375,,,,,,,,,,,,,,,,213.11298756496387,203.24484992208895,658.3429965584198,-0.0484705681249042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,19.0,0.0,902.0,16.0,39.0,15418.0,0.0,1187.9228151021168,1187.9228151021168,0.0,2287.2457525730133,,,,,,,,,,,,,,,,514.866933165327,366.47827357613835,1169.0120167253951,-0.034146026030940045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,19.0,0.0,923.0,17.0,21.0,15439.0,0.0,398.8317754346554,398.8317754346554,0.0,2289.3667492866516,,,,,,,,,,,,,,,,112.02212478062368,123.67385078528173,396.87618700126365,-0.0592238849729703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,19.0,0.0,944.0,18.0,21.0,15460.0,0.0,668.6251576877777,668.6251576877777,0.0,2291.8348174095154,,,,,,,,,,,,,,,,279.1369253225642,209.1436447595103,663.4267089649688,-0.01799099001999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,19.0,0.0,960.0,19.0,16.0,15476.0,0.0,365.0009871592627,365.0009871592627,0.0,2293.5927534103394,,,,,,,,,,,,,,,,109.80334868049331,117.57099339887364,363.60774132169655,-0.039517274606709105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,19.0,0.0,1031.0,20.0,71.0,15547.0,0.0,2319.882446267984,2319.882446267984,0.0,2299.1357333660126,,,,,,,,,,,,,,,,995.8961021314233,711.0184963418315,2251.425248264918,-0.04488673935009341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,20.0,0.0,41.0,1.0,41.0,15588.0,0.0,1207.519040056897,1207.519040056897,0.0,2367.1842329502106,,,,,,,,,,,,,,,,413.2402610016184,380.37854450476954,1191.767957313144,-0.08959606821181731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,20.0,0.0,67.0,2.0,26.0,15614.0,0.0,799.4238569934716,799.4238569934716,0.0,2369.609074115753,,,,,,,,,,,,,,,,295.0860006367965,257.44868106152796,792.5441651420573,-0.04131188000490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,20.0,0.0,92.0,3.0,25.0,15639.0,0.0,548.1293335091619,548.1293335091619,0.0,2371.9953548908234,,,,,,,,,,,,,,,,163.9836929067187,167.4892940824159,544.574315501996,-0.06101669935677929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,20.0,0.0,159.0,4.0,67.0,15706.0,0.0,2396.0693863242905,2396.0693863242905,0.0,2377.19779920578,,,,,,,,,,,,,,,,1068.6236717549075,709.3042613886844,2326.798398715427,-0.03952266741210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,20.0,0.0,203.0,5.0,44.0,15750.0,0.0,1485.643182179212,1485.643182179212,0.0,2380.775711774826,,,,,,,,,,,,,,,,589.3940014756515,475.65096014960505,1461.1710171314146,-0.053836458008943315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,20.0,0.0,240.0,6.0,37.0,15787.0,0.0,1121.9921742651939,1121.9921742651939,0.0,2384.0179975032806,,,,,,,,,,,,,,,,437.8078491357936,348.431250319653,1106.9001840312014,-0.04848314474469521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,20.0,0.0,258.0,7.0,18.0,15805.0,0.0,500.9006906332572,500.9006906332572,0.0,2385.9600853919983,,,,,,,,,,,,,,,,161.90063811158043,160.54734611057458,498.4849641113602,-0.03772446381390731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,20.0,0.0,378.0,8.0,120.0,15925.0,0.0,4532.795878174531,4532.795878174531,0.0,2395.2926115989685,,,,,,,,,,,,,,,,2040.9513392458923,1274.1273260915425,4292.173891356383,-0.03235142423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,20.0,0.0,482.0,9.0,104.0,16029.0,0.0,3873.8760369132633,3873.8760369132633,0.0,2403.136964082718,,,,,,,,,,,,,,,,1769.397348434269,1111.5202585877357,3693.552264941042,-0.03594602603094004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,20.0,0.0,551.0,10.0,69.0,16098.0,0.0,2245.27084835397,2245.27084835397,0.0,2408.967660188675,,,,,,,,,,,,,,,,999.7195424769378,679.8627106801238,2178.468668591654,-0.050268768124904196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,20.0,0.0,576.0,11.0,25.0,16123.0,0.0,718.0976533014926,718.0976533014926,0.0,2411.5010557174683,,,,,,,,,,,,,,,,246.28412606614245,230.7443759715676,712.6532033531923,-0.05207056452670419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,20.0,0.0,624.0,12.0,48.0,16171.0,0.0,1602.278471914632,1602.278471914632,0.0,2415.520602464676,,,,,,,,,,,,,,,,688.1809389627857,485.38547808184376,1570.816603447867,-0.03952266381390731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,20.0,0.0,653.0,13.0,29.0,16200.0,0.0,846.3065755119776,846.3065755119776,0.0,2418.159756422043,,,,,,,,,,,,,,,,300.46140888508234,259.9406400496795,838.4316262805909,-0.041319072806709115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,20.0,0.0,674.0,14.0,21.0,16221.0,0.0,619.3018929734154,619.3018929734154,0.0,2420.3163602352142,,,,,,,,,,,,,,,,222.74419014083355,191.5193902952571,615.239504484943,-0.03235142063274005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,20.0,0.0,698.0,15.0,24.0,16245.0,0.0,549.7057078991535,549.7057078991535,0.0,2422.6322655677795,,,,,,,,,,,,,,,,164.37772200031796,168.00705003045834,546.3069495206668,-0.0574274867639775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,20.0,0.0,747.0,16.0,49.0,16294.0,0.0,1041.8241409823863,1041.8241409823863,0.0,2427.015369415283,,,,,,,,,,,,,,,,408.3739558432604,268.8638563247549,1022.8366537998675,-0.0484759627267042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,20.0,0.0,763.0,17.0,16.0,16310.0,0.0,420.202748128772,420.202748128772,0.0,2428.8521802425385,,,,,,,,,,,,,,,,130.1236614818908,136.92404730966288,418.5393088539156,-0.04131906921210731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,20.0,0.0,789.0,18.0,26.0,16336.0,0.0,928.1080468998996,928.1080468998996,0.0,2431.3519117832184,,,,,,,,,,,,,,,,374.8313172081838,292.6379191285054,919.2817143668536,-0.030553220632740043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,20.0,0.0,805.0,19.0,16.0,16352.0,0.0,421.0434188819864,421.0434188819864,0.0,2433.18212389946,,,,,,,,,,,,,,,,126.39802055761842,138.2734300099725,419.4404910441086,-0.039520872806709115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,20.0,0.0,887.0,20.0,82.0,16434.0,0.0,2365.8809598921102,2365.8809598921102,0.0,2439.4881744384766,,,,,,,,,,,,,,,,1133.0158971122967,644.9652599173764,2275.2489052341366,-0.03414962423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,21.0,0.0,53.0,1.0,53.0,16487.0,0.0,2006.069880723283,2006.069880723283,0.0,2501.7850635051727,,,,,,,,,,,,,,,,871.9837460169332,608.4669941081602,1961.8165587431288,-0.03952446381390731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,21.0,0.0,88.0,2.0,35.0,16522.0,0.0,1207.2477348872226,1207.2477348872226,0.0,2505.351699113846,,,,,,,,,,,,,,,,495.67600656792325,372.64676090048,1191.0901648221673,-0.03414782603094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,21.0,0.0,109.0,3.0,21.0,16543.0,0.0,526.9553628427745,526.9553628427745,0.0,2507.48837685585,,,,,,,,,,,,,,,,161.24395938507817,169.60464518147427,524.0933330287168,-0.057436454410743305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,21.0,0.0,183.0,4.0,74.0,16617.0,0.0,2090.142016435365,2090.142016435365,0.0,2513.367041349411,,,,,,,,,,,,,,,,876.0068392933036,626.3860606735096,2027.3448551828446,-0.06995029345022431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,21.0,0.0,227.0,5.0,44.0,16661.0,0.0,1496.6211466238944,1496.6211466238944,0.0,2517.082334280014,,,,,,,,,,,,,,,,600.5921142363478,464.86793313832004,1471.6667603578533,-0.0484777573321024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,21.0,0.0,255.0,6.0,28.0,16689.0,0.0,878.2675201297784,878.2675201297784,0.0,2519.6391665935516,,,,,,,,,,,,,,,,340.46631320476257,280.1802995216336,869.6040674274726,-0.043117269212107304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,21.0,0.0,276.0,7.0,21.0,16710.0,0.0,499.97829977727287,499.97829977727287,0.0,2521.728251218796,,,,,,,,,,,,,,,,150.10094768266725,163.55518476771798,497.3235033793163,-0.05384184721614152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,21.0,0.0,316.0,8.0,40.0,16750.0,0.0,1265.2717998695284,1265.2717998695284,0.0,2525.1761934757233,,,,,,,,,,,,,,,,527.8568964696863,364.16305997110965,1245.402926937679,-0.03234962423094005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
